1168:The Power That Preserves (The Chronicles of Thomas Covenant the Unbeliever, Book Three),Stephen R. Donaldson,1979,Del Rey Books
1169:Illearth War / Thomas Covenant #02 (Chronicles of Thomas Covenant the Unbeliever),Stephen Donaldson,1978,Ballantine Books
1170:Lord Foul's Bane (The Chronicles of Thomas Covenant the Unbeliever, Book One),Stephen R. Donaldson,1978,Del Rey Books
1171:Killing Mister Watson,Peter Matthiessen,1991,Vintage Books USA
1172:Exocet,Jack Higgins,1984,Penguin Putnam~mass
1173:The Crib,Paul Kent,1987,Bantam Books
1174:Red Dragon,Thomas Harris,2000,Dell Publishing Company
1175:Jurassic Park,Michael Crichton,1999,Ballantine Books
1176:Imaginary Lands,Robin McKinley,1985,Ace Books
1177:So That Others May Live, Caroline Hebard &amp; Her Search-And-Rescue Dogs,Hank Whittemore,1996,Bantam Books
1178:How to Get Your Kid to Eat but Not Too Much,Ellyn Satter,1987,Bull Publishing Company
1179:Shape Changer,Bill Brittain,1994,Harpercollins Juvenile Books
1180:The Piano Lesson (Plume Drama),August Wilson,1990,Plume Books
1181:Trading Places,Fern Michaels,2003,Pocket Star
1183:Stanislaski Brothers (Silhouette Promo),Nora Roberts,2000,Silhouette
1184:Housekeeping,Marilynn Robinson,1982,Bantam Books
1185:A Feather on the Breath of God, A Novel,Sigrid Nunez,1995,HarperCollins Publishers
1186:I Thought My Father Was God, And Other True Tales from NPR's National Story Project,Paul Auster,2002,Picador
1187:Highland Fling,Amanda Scott,1995,Pinnacle Books
1188:Neverwhere,Neil Gaiman,1998,Avon
1189:French Lieutenant Woman,John Fowles,1981,Penguin Putnam~mass
1190:The Thorn Birds,Colleen McCullough,1978,Avon
1191:Fodor's Exploring London, 4th Edition (Fodor's Exploring London),Christopher Catling,2000,Fodor's
1192:On Her Own Ground , The Life and Times of Madam C.J. Walker,A'Lelia Bundles,2001,Scribner
1193:Four Complete Lord Peter Wimsey Novels,Dorothy L. Sayers,1982,Random House Value Publishing
1194:Forever... , A Novel of Good and Evil, Love and Hope,Jude Deveraux,2002,Pocket
1196:The God of Small Things,Arundhati Roy,1997,Random House Inc
1197:Gift From The Sea,Anne Morrow Lindbergh,1986,Pantheon Books
1198:The Beekeeper's Apprentice,LAURIE R. KING,1996,Bantam
1199:The Red Tent , A Novel,Anita Diamant,1997,St. Martin's Press
1200:The Earth House,Jeanne Duprau,1992,New Chapter Press
1201:Tracks,Louise Erdrich,1988,Smithmark Pub
1202:Mother of Pearl,Melinda Haynes,1999,Hyperion
1203:Baba, A Return to China upon My Father's Shoulders,Belle Yang,1994,Harcourt
1204:Larry's Party,Carol Shields,1998,Penguin Books
1205:In Love &amp; Trouble, Stories of Black Women,Alice Walker,1974,Harvest Books
1206:Pale Fire, A Novel (Vintage International),Vladimir Vladimirovich Nabokov,1989,Vintage Books USA
1207:The Anubis Gates,Tim Powers,1997,Ace Books
1208:The Vulcan Academy Murders,Jean Lorrah,1984,Star Trek
1209:Picture of Dorian Gray,Oscar Wilde,0,Penguin Putnam~mass
1210:Samuel Taylor Coelridge (Everyman Poetry Library),John Beer,1997,Everyman Paperback Classics
1211:Der Alchimist.,Paulo Coelho,2003,Diogenes Verlag, ZÃ?Â¼rich
1212:Das Lied der alten Steine.,Barbara Erskine,2002,Heyne
1213:Suche Hose, biete Rock.,Annegrit Arens,1997,LÃ?Â¼bbe
1214:Zeit im Wind.,Nicholas Sparks,2000,Heyne
1215:Shadowrun. Deutschland in den Schatten.,Hans Joachim Alpers,2003,Heyne
1216:Der Fanger Im Roggen,Jerome D. Salinger,1966,Rowohlt Tb.
1217:Demian. Die Geschichte von Emil Sinclairs Jugend.,Hermann Hesse,1974,Suhrkamp
1218:Vielleicht lieber morgen.,Stephen Chbosky,2001,Heyne
1219:Ich, Prinzessin Viola, Ein altes Haus und seine Besetzer,Claudia von Zglinicki,1995,Aufbau Taschenbuch Verlag
1220:Das Druidentor.,Wolfgang Hohlbein,2002,Heyne
1221:Timeless/Four Breathtaking Tales of Hearts That Reach Across Time-For Love, A Midsummer Day's Dream/Lovers of the Golden Drum/Out of Time/Echoes of L,Linda Lael Miller,1997,Berkley Publishing Group
1222:Vice,Jane Feather,1996,Bantam
1223:West of Dodge,LOUIS L'AMOUR,1997,Bantam
1224:The Union Forever (Lost Regiment (Numbered)),William Forstchen,1997,Roc
1225:The Callahan Touch,Spider Robinson,1996,Ace Books
1226:Caverns of Socrates,Dennis L. McKiernan,1996,Roc
1227:Between The Sheets (Harlequin Temptation, No 607),Mallory Rush,1996,Harlequin
1228:Kent Montana and the Really Ugly Thing from Mars,Lionel Fenn,1990,Ace Books
1230:Black Knight,Carole Halston,1985,Silhouette
1231:Midsummer Madness (Silhouette Desire, No 729),Christine Rimmer,1992,Silhouette
1232:Hand Of An Angel (Silhouette Desire, No 844),BJ James,1994,Silhouette
1233:The crow road,Iain Banks,1993,Abacus
1234:Life Is Elsewhere,Milan Kundera,2000,Faber &amp; Faber
1235:Breakfast at Tiffany's, And Three Stories (First Vintage International),Truman Capote,1993,Vintage Books USA
1236:Golden Gate,Vikram Seth,0,Faber Faber Inc
1237:Rachel's Tears, The Spiritual Journey of Columbine Martyr Rachel Scott,Darrell Scott,2000,Nelson Books
1238:The Sorrows of Young Werther (Penguin Classics),Johann Wolfgang Von Goethe,1989,Penguin Books
1240:Metropolis (Bfi Film Classics, 54),Thomas Elsaesser,2000,British Film Institute
1241:Alien at St Wilfred's,Adrian Plass,1999,Zondervan
1242:Why I Follow Jesus,Adrian Plass,2000,Zondervan Publishing Company
1243:Sacred Diary of Adrian Plass, Christian Speaker Aged 45 3/4,Adrian Plass,1997,Zondervan
1244:Colours of Survival,Adrian Plass,2000,Zondervan
1245:Angelas Ashes,Frank Mccourt,0,Harpercollins Uk
1246:Far from the Madding Crowd (Penguin Classics),Thomas Hardy,1989,Penguin Books
1247:Memoirs of a Geisha Uk,Arthur Golden,0,Trafalgar Square
1248:Who Were the Pharaohs?, A History of Their Names With a List of Cartouches,Stephen Quirke,1991,Dover Publications
1249:Last Dance, Last Chance (Ann Rule's Crime Files),Ann Rule,2002,Pocket
1250:Ham on Rye,Charles Bukowski,1982,Ecco
1251:Once,James Herbert,2002,Pan
1252:Are You Experienced?,William Sutcliffe,1998,Penguin Books Ltd
1253:Oh, wie schÃ?Â¶n ist Panama,Janosch,2001,Beltz
1254:Komm, wir finden einen Schatz,Janosch,2001,Beltz
1255:Konig Babar,Jean de Brunhoff,1920,Not Avail
1256:Die Geschichte Von Babar,Jean de Brunhoff,1920,Diogenes
1257:Serafin und seine Wundermaschine.,Philippe Fix,1999,Diogenes
1258:Ich schenk Dir meinen Mann.,Claudia Keller,1997,Goldmann
1259:Die PrÃ?Â¼fung.,F. Paul Wilson,1996,Goldmann
1260:Der kleine Taschentherapeut. In 60 Sekunden wieder o.k.,Arnold A. Lazarus,1999,Klett-Cotta
1261:Die Wolfsfrau. Die Kraft der weiblichen Urinstinkte.,Clarissa Pinkola Estes,1997,Heyne
1262:Was ist das?,Virginia Allen Jensen,1993,SauerlÃ?Â¤nder
1263:Post fÃ?Â¼r den Tiger,Janosch,1996,Beltz
1264:Das Leben der Thiere,Janosch,1991,Beltz
1265:Choke,CHUCK PALAHNIUK,2002,Anchor
1266:Survivor , A Novel,CHUCK PALAHNIUK,2000,Anchor
1267:Gifted Trust,John Paul Allen,2003,Biting Dog Publications
1268:Lamb , The Gospel According to Biff, Christ's Childhood Pal,Christopher Moore,2003,Perennial
1269:Le Coq De Bruygre (Folio Ser; No. 1229)),Tournier,1987,Distribooks Inc
1270:Retour Ã?Â  Brooklyn,Hubert Selby,1999,Editions 10/18
1271:Ask for May, Settle for June (A Doonesbury book),G. B. Trudeau,1982,Henry Holt &amp; Co
1272:The Curse of Madame C , A Far Side Collection,Gary Larson,1994,Andrews McMeel Publishing
1273:Lake Wobegon Days,Garrison Keillor,1990,Penguin/Puffin Mass Market (Mm)
1274:Rush Limbaugh Is a Big Fat Idiot, And Other Observations,Al Franken,1996,Delacorte Press
1275:Happy Trails,Berke Breathed,1990,Little Brown &amp; Co
1276:14,000 Things to Be Happy About,Barbara Ann Kipfer,1990,Workman Publishing
1277:In the Frame,Dick Francis,1993,Fawcett Books
1278:The New Rabbi , A Congregation Searches for Its Leader,STEPHEN FRIED,2002,Bantam
1279:Dealing With Dragons (Enchanted Forest Chronicles (Paperback)),Patricia C. Wrede,1992,Scholastic
1280:All Too Human , A Political Education,George Stephanopoulos,1999,Little, Brown
1281:Rubyfruit Jungle,Rita Mae Brown,1988,Bantam Dell Pub Group
1282:Little Women (Penguin Classics),Louisa May Alcott,1989,Penguin Books
1283:The Thief Lord,Cornelia Funke,2002,Scholastic
1284:Fantastic Four Illustrated Books,Stan Lee,1982,Marvel Books
1285:Sex, Art, and American Culture, Essays,Camille Paglia,1992,Vintage Books USA
1286:Return of the Jedi (Star Wars),James Kahn,1983,Del Rey Books
1287:Stranger in a Strange Land,Robert A. Heinlein,1984,Berkley Publishing Group
1288:Ship Who Sang,Anne McCaffrey,1979,Del Rey Books
1289:Little Women (Treasury of Illustrated Classics),Louisa May Alcott,2003,Modern Publishing
1290:The Color of Water, A Black Man's Tribute to His White Mother,James McBride,1997,Riverhead Books
1291:Wayside School is Falling Down,Louis Sachar,1990,HarperTrophy
1292:The Dolphins of Pern,Anne McCaffrey,1994,Ballantine Books
1293:Dragonsdawn,Anne McCaffrey,1988,Ballantine Books
1294:Beneath an Opal Moon,Eric Van Lustbader,1982,Berkley Publishing Group
1295:Myth-Ion Improbable (Myth Books),Robert Asprin,2002,Ace Books
1296:Anne Frank, The Diary of a Young Girl,ANNE FRANK,1993,Bantam
1297:Kriya Yoga Sutras of Patanjali and the Siddhas,Georg Feverstein,2001,Kriya Yoga Publications
1298:The Family Orchard,Nomi Eve,2001,Vintage Books USA
1299:THIS HALLOWED GRND,Bruce Catton,1986,Pocket
1300:Miracle Worker,William Gibson,1981,Bantam Books
1301:HISTORY OF THE SOUTHERN CONFEDERACY,Clement Eaton,1965,Free Press
1302:War of the Worlds,H. G. Wells,1981,Berkley Publishing Group
1303:Elfstones of Shannara,Terry Brooks,1990,Del Rey Books
1304:Sword of Shannara,Terry Brooks,1980,Ballantine Books
1305:Ogre, Ogre,Piers Anthony,1982,Del Rey Books
1306:The Stand, Complete and Uncut,Stephen King,1991,Signet Book
1307:Lonesome Dove,Larry McMurtry,1988,Pocket
1308:Shopaholic Takes Manhattan (Summer Display Opportunity),Sophie Kinsella,2002,Delta
1309:Confessions of a Shopaholic (Summer Display Opportunity),SOPHIE KINSELLA,2001,Delta
1310:The Cider House Rules,John Irving,1986,Bantam Books
1311:PRIME TIME , PRIME TIME,Judy Collins,1989,Pocket
1312:Uncle Tungsten, Memories of a Chemical Boyhood,Oliver W. Sacks,2002,Vintage Books USA
1313:Family At Last (Love Inspired (Numbered)),Carolyne Aarsen,2000,Steeple Hill
1314:Sons of Texas , Callaway Country,Annette Broadrick,2000,Silhouette
1315:Nickel and Dimed, On (Not) Getting By in America,Barbara Ehrenreich,2001,Metropolitan Books
1316:Gingerbread,Rachel Cohn,2003,Simon Pulse
1317:Strange Memories The Nancy Drew Files 122 (Nancy Drew Files (Paperback)),Carolyn Keene,1997,Simon Pulse
1318:My Grandfathers Blessings , Stories of Strength, Refuge, and Belonging,Rachel Naomi Remen M.D.,2001,Riverhead Books
1319:Summer Light,Luanne Rice,2002,Bantam Books
1320:Smoke in Mirrors,Jayne Ann Krentz,2002,Jove Books
1321:Table For Two,Nora Roberts,2002,Silhouette
1322:Winter Wedding,Joan Smith,1990,Fawcett Books
1323:Divining Women (Ay Spoken Word - Gibbons),Kaye Gibbons,2004,Audioworks
1324:Eve's Rib,Bryn Chandler,1988,Random House Inc
1325:In Search of America,Tod Brewster,2002,Hyperion
1326:The Distance Between,Eliza Osborne,2000,Soho Press
1327:The Museum Guard,Howard Norman,1998,Farrar Straus Giroux
1328:No One Thinks of Greenland,John Griesemer,2001,Picador USA
1329:Evening News, A Novel,Marly A. Swick,1999,Little Brown &amp; Co
1330:Having Everything,John L'Heureux,1999,Pub Group West
1331:Nothin' but Good Times Ahead,Molly Ivins,1993,Random House Inc
1332:Hunting Badger,Tony Hillerman,1999,HarperCollins Publishers
1333:The Education of Little Tree (A Zia Book),Forrest Carter,1986,University of New Mexico Press
1334:The Island of the Day Before,Umberto Eco,1996,Penguin Books
1335:Darwin's Radio,Greg Bear,2000,Ballantine Books
1336:Good Omens,Neil Gaiman,1996,Ace Books
1337:The Songcatcher, A Ballad Novel,Sharyn McCrumb,2002,Signet Book
1339:Message in a Bottle,Nicholas Sparks,1999,Warner Vision
1340:Fatal Voyage,Kathy Reichs,2002,Pocket
1341:Praying for Sleep,Jeffery Deaver,1995,Signet Book
1342:Flashback,Nevada Barr,2003,Putnam Publishing Group
1343:Red Square,Martin Cruz Smith,1993,Ballantine Books
1344:Pearl in the Mist (Landry),V.C. Andrews,1994,Pocket
1345:Knockin' at Heaven's Door,Stephen Hill,1999,Regal Books
1346:Shock,Robin Cook,2001,G. P. Putnam's Sons
1347:Das Halsband der Taube.,Ernst W. Heine,1996,btb
1348:Isle of Lies,Donna Fletcher,2002,Jove Books
1349:Bronze Mirror,Jeanne Larsen,1992,Ballantine Books
1350:Doll's Eyes,Bari Wood,1993,William Morrow &amp; Company
1351:Men and Brethren,James Gould Cozzens,1989,Elephant Paperbacks
1352:My Father, His Son,Reidar Jonsson,1991,Little Brown &amp; Co
1353:Starlings Laughing, A Memoir of Africa,June Vendall Clark,1991,Harpercollins
1354:The God of Mirrors,Robert Reilly,1986,Atlantic Monthly Press
1355:Unassigned Territory,Kem Nunn,1988,Bantam Dell Pub Group
1356:The Best of Larry King Live, The Greatest Interviews,Larry King,1995,Turner Pub
1357:The Poisonwood Bible, A Novel,Barbara Kingsolver,1999,Perennial
1358:A Lesson Before Dying (Vintage Contemporaries (Paperback)),Ernest J. Gaines,1997,Vintage Books USA
1359:Operating Instructions, A Journal of My Son's First Year,Anne Lamott,1994,Ballantine Books
1360:Jewel,Bret Lott,1999,Washington Square Press
1361:Their Eyes Were Watching God, A Novel,Zora Neale Hurston,1990,Perennial
1362:Wild Magic (Fool's Gold, Book 2),Jude Fisher,2003,Daw Books
1363:The Satanic Verses,Salman Rushdie,1992,Distributors
1364:Shadowmancer,G. P. Taylor,2004,Putnam Publishing Group
1365:Notes From a Small Planet,Bill Bryson,0,Bantam Doubleday Dell
1366:DINOSAUR PLANET 2 SURVIVORS,ANNE MCCAFFREY,1996,Time Warner Books UK
1367:The Grapes of Wrath, John Steinbeck Centennial Edition (1902-2002),John Steinbeck,2002,Penguin Books
1368:The Amber Spyglass (His Dark Materials, Book 3),Philip Pullman,2000,Scholastic Press
1369:The Subtle Knife (His Dark Materials, Book 2),Philip Pullman,1998,Scholastic Point
1370:Northern Lights (His Dark Materials S.),Philip Pullman,1998,Scholastic Point
1371:A Prayer for Owen Meany,John Irving,1990,Ballantine Books
1372:Away from It All,Judy Astley,2003,Trafalgar Square
1373:Winnie-The-Pooh on Management and Problem Solving,Roger E. Allen,1998,Routledge
1374:An ABC for You and Me,Margaret Tempest,0,The Medici Society Ltd
1375:Popular Reward, the Brave Toy Soldier, And Other Stories (Enid Blyton's Popular Rewards Series VII),Enid Blyton,1996,Award Publications
1376:Shadowheart , Legends of the Raven (Legends of the Raven),James Barclay,2003,Gollancz
1377:Nightchild (Gollancz SF S.),James Barclay,2002,Gollancz
1378:The Prophet,Kahlil Gibran,1973,Alfred A. Knopf
1379:How Not to Be a Perfect Mother, The Crafty Mother's Guide to a Quiet Life (How Not to),Libby Purves,1986,HarperCollins Publishers
1380:No Eye Can See (Kirkpatrick, Jane, Kinship and Courage Historical Series, Bk. 2.),JANE KIRKPATRICK,2001,WaterBrook Press
1381:The Sinner,TESS GERRITSEN,2003,Ballantine Books
1382:Cold Sassy Tree,Olive Ann Burns,1986,Delta
1383:A Tree Grows in Brooklyn,Betty Smith,1998,Perennial
1384:The Neverending Story,Michael Ende,1985,Penguin USA
1385:The Shipping News , A Novel,Annie Proulx,2001,Scribner
1386:Hiding Place,Corrie Ten Boom,1984,Bantam Books
1387:Only The River Runs Free , A Novel (Galway Chronicles (Paperback)),Bodie Thoene,2003,WestBow Press
1388:Only the Wind Remembers,Marlo Schalesky,2003,Moody Publishers
1389:True Notebooks (Alex Awards (Awards)),MARK SALZMAN,2003,Knopf
1390:The No. 1 Ladies' Detective Agency (Today Show Book Club #8),Alexander McCall Smith,2003,Anchor
1391:Driving Mr. Albert, A Trip Across America With Einstein's Brain,Michael Paterniti,2001,Delta
1392:French Lieutenant's Woman,John Fowles,1996,Signet Book
1393:The Clearing, A Mystery,Dorothy Reynolds Miller,1998,Yearling Books
1394:Shopgirl,Steve Martin,2001,Hyperion
1395:Kitchen,Banana Yoshimoto,1994,Washington Square Press
1396:Museum of Science Book of Answers &amp; Questions,Ann Rae Jonas,1996,Adams Media Corp
1397:How in the World?, A Fascinating Journey Through the World of Human Ingenuity,Readers Digest,1990,Readers Digest
1398:The Power of Myth (Illustrated Edition),Joseph Campbell,1988,Doubleday Books
1399:Crescent City,Belva Plain,1984,Delacorte Press
1400:Gibson's Student Guide to Western Canadian Universities,Dyanne Gibson,1993,University of Toronto Press
1401:The New Hugo Winners, Vol. 2,Isaac Asimov,1991,Baen
1404:My Teacher is an Alien,Bruce Coville,1997,Pocket Books
1405:Tangle Box,TERRY BROOKS,1995,Del Rey
1406:Breath, Eyes, Memory,Edwidge Danticat,1998,Vintage Books USA
1407:A Walk in the Woods, Rediscovering America on the Appalachian Trail (Official Guides to the Appalachian Trail),Bill Bryson,1999,Broadway Books
1408:The Bottoms,Joe R. Lansdale,2000,Mysterious Press
1409:The Flanders Panel,ARTURO PEREZ-REVERTE,1996,Bantam
1410:Where No Gods Came (Michigan Literary Fiction Awards),Sheila O'Connor,2003,UMP
1411:The Devil in the White City , Murder, Magic, and Madness at the Fair That Changed America (Illinois),ERIK LARSON,2003,Crown
1412:The Adventures of Augie March,Saul Bellow,2003,Viking Books
1413:Sacred Journey of the Peaceful Warrior,Dan Millman,1991,H.J. Kramer
1414:Chicken Soup for the Mother's Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1997,Health Communications
1415:The Kitchen God's Wife,Amy Tan,1992,Ivy Books
1416:Adventures of Huckleberry Finn (Signet Classics (Paperback)),Mark Twain,1997,Signet Book
1417:The Silmarillion,J.R.R. TOLKIEN,1985,Del Rey
1419:Teen Angst? Naaah . . . A Quasi-autobiography,Ned Vizzini,2002,Laurel-Leaf Books
1420:Speak,Laurie Halse Anderson,2001,Speak
1421:Kerosene,Chris Wooding,2002,Push
1422:Songs in Ordinary Time (Oprah's Book Club (Paperback)),Mary McGarry Morris,1996,Penguin Books
1423:Exploring Inner and Outer Space, A Scientist's Perspective on Personal and Planetary Transformation,Brian O'Leary,1989,North Atlantic Books
1424:Miracle in the Void, Free Energy, Ufos and Other Scientific Revelations,Brian O'Leary,1996,Kamapua'a Press
1425:The Second Coming of Science, An Intimate Report on the New Science,Brian O'Leary,1992,North Atlantic Books
1426:Synchronicity, The Bridge Between Matter and Mind,F. David Peat,1988,Bantam
1427:L. Ron Hubbard Presents Writers of the Future (L. Ron Hubbard Presents Writers of the Future),L. Ron Hubbard,1988,Bridge Publications
1428:The Stone Monkey , A Lincoln Rhyme Novel,Jeffery Deaver,2002,Simon &amp; Schuster
1429:Saucer,Stephen Coonts,2003,St. Martin's Paperbacks
1430:Clones (Star Wars, Galaxy of Fear, Book 11),JOHN WHITMAN,1998,Skylark
1431:Jetzt will ichs wirklich wissen. Mit mentaler Powertechnik Ziele erreichen.,Peter Kummer,2002,Moderne Verlagsges. Mvg
1432:Herr Lehmann. Ein Roman.,Sven Regener,2001,Eichborn
1433:Arnold, An Unauthorized Biography,Wendy Leigh,1990,McGraw-Hill
1434:Freedom Train, The Story of Harriet Tubman,Dorothy Sterling,1987,Scholastic
